;Unnamed: 0;Voltage_V;Capacity_mAh;Capacity_As;Energy_density_Wh_kg;Imax [A];Pmax_W_kg;Weight_kg;Volume_cm3;Energy_kJ;n_series;n_parallel
76624;91;1073;230000;828000;159.2082616;11500;7960.413081;1550.108;717713.344;888444;29;46
76627;95;429.2;276000;993600;181.2244898;13800;9061.22449;653.66;305912.88;426453.12;29;46
76629;97;643.8;276000;993600;179.2732167;13800;8963.660834;991.162;454499.136;639679.68;29;46
76638;9;429.2;173900;626040;228.1666667;15651;20535;327.12;205202.376;268696.368;29;47
76677;91;1073;235000;846000;159.2082616;11750;7960.413081;1583.806;733315.808;907758;29;47
76680;95;429.2;282000;1015200;181.2244898;14100;9061.22449;667.87;312563.16;435723.84;29;47
76682;97;643.8;282000;1015200;179.2732167;14100;8963.660834;1012.709;464379.552;653585.76;29;47
76688;106;536.5;376000;1353600;172.2933644;18800;8614.668219;1170.817;570265.57;726206.4;29;47
76691;9;429.2;177600;639360;228.1666667;15984;20535;334.08;209568.384;274413.312;29;48
76725;81;1073;211200;760320;163.7826962;10560;8189.134809;1383.648;634952.448;815823.36;29;48
76730;91;1073;240000;864000;159.2082616;12000;7960.413081;1617.504;748918.272;927072;29;48
76733;95;429.2;288000;1036800;181.2244898;14400;9061.22449;682.08;319213.44;444994.56;29;48
76735;97;643.8;288000;1036800;179.2732167;14400;8963.660834;1034.256;474259.968;667491.84;29;48
76741;106;536.5;384000;1382400;172.2933644;19200;8614.668219;1195.728;582398.88;741657.6;29;48
76744;9;429.2;181300;652680;228.1666667;16317;20535;341.04;213934.392;280130.256;29;49
76778;81;1073;215600;776160;163.7826962;10780;8189.134809;1412.474;648180.624;832819.68;29;49
76783;91;1073;245000;882000;159.2082616;12250;7960.413081;1651.202;764520.736;946386;29;49
76786;95;429.2;294000;1058400;181.2244898;14700;9061.22449;696.29;325863.72;454265.28;29;49
76788;97;643.8;294000;1058400;179.2732167;14700;8963.660834;1055.803;484140.384;681397.92;29;49
76794;106;536.5;392000;1411200;172.2933644;19600;8614.668219;1220.639;594532.19;757108.8;29;49
76797;9;429.2;185000;666000;228.1666667;16650;20535;348;218300.4;285847.2;29;50
76831;81;1073;220000;792000;163.7826962;11000;8189.134809;1441.3;661408.8;849816;29;50
76836;91;1073;250000;900000;159.2082616;12500;7960.413081;1684.9;780123.2;965700;29;50
76839;95;429.2;300000;1080000;181.2244898;15000;9061.22449;710.5;332514;463536;29;50
76841;97;643.8;300000;1080000;179.2732167;15000;8963.660834;1077.35;494020.8;695304;29;50
76847;106;536.5;400000;1440000;172.2933644;20000;8614.668219;1245.55;606665.5;772560;29;50
76850;9;444;3700;13320;228.1666667;333;20535;7.2;4516.56;5914.08;30;1
76903;9;444;7400;26640;228.1666667;666;20535;14.4;9033.12;11828.16;30;2
76956;9;444;11100;39960;228.1666667;999;20535;21.6;13549.68;17742.24;30;3
77009;9;444;14800;53280;228.1666667;1332;20535;28.8;18066.24;23656.32;30;4
77062;9;444;18500;66600;228.1666667;1665;20535;36;22582.8;29570.4;30;5
77115;9;444;22200;79920;228.1666667;1998;20535;43.2;27099.36;35484.48;30;6
77168;9;444;25900;93240;228.1666667;2331;20535;50.4;31615.92;41398.56;30;7
77221;9;444;29600;106560;228.1666667;2664;20535;57.6;36132.48;47312.64;30;8
77274;9;444;33300;119880;228.1666667;2997;20535;64.8;40649.04;53226.72;30;9
77327;9;444;37000;133200;228.1666667;3330;20535;72;45165.6;59140.8;30;10
77380;9;444;40700;146520;228.1666667;3663;20535;79.2;49682.16;65054.88;30;11
77433;9;444;44400;159840;228.1666667;3996;20535;86.4;54198.72;70968.96;30;12
77486;9;444;48100;173160;228.1666667;4329;20535;93.6;58715.28;76883.04;30;13
77539;9;444;51800;186480;228.1666667;4662;20535;100.8;63231.84;82797.12;30;14
77592;9;444;55500;199800;228.1666667;4995;20535;108;67748.4;88711.2;30;15
77645;9;444;59200;213120;228.1666667;5328;20535;115.2;72264.96;94625.28;30;16
77698;9;444;62900;226440;228.1666667;5661;20535;122.4;76781.52;100539.36;30;17
77751;9;444;66600;239760;228.1666667;5994;20535;129.6;81298.08;106453.44;30;18
77804;9;444;70300;253080;228.1666667;6327;20535;136.8;85814.64;112367.52;30;19
77857;9;444;74000;266400;228.1666667;6660;20535;144;90331.2;118281.6;30;20
77910;9;444;77700;279720;228.1666667;6993;20535;151.2;94847.76;124195.68;30;21
77963;9;444;81400;293040;228.1666667;7326;20535;158.4;99364.32;130109.76;30;22
78016;9;444;85100;306360;228.1666667;7659;20535;165.6;103880.88;136023.84;30;23
78069;9;444;88800;319680;228.1666667;7992;20535;172.8;108397.44;141937.92;30;24
78122;9;444;92500;333000;228.1666667;8325;20535;180;112914;147852;30;25
78175;9;444;96200;346320;228.1666667;8658;20535;187.2;117430.56;153766.08;30;26
78228;9;444;99900;359640;228.1666667;8991;20535;194.4;121947.12;159680.16;30;27
78281;9;444;103600;372960;228.1666667;9324;20535;201.6;126463.68;165594.24;30;28
78334;9;444;107300;386280;228.1666667;9657;20535;208.8;130980.24;171508.32;30;29
78387;9;444;111000;399600;228.1666667;9990;20535;216;135496.8;177422.4;30;30
78440;9;444;114700;412920;228.1666667;10323;20535;223.2;140013.36;183336.48;30;31
78482;95;444;186000;669600;181.2244898;9300;9061.22449;455.7;213267.6;297302.4;30;31
78493;9;444;118400;426240;228.1666667;10656;20535;230.4;144529.92;189250.56;30;32
78535;95;444;192000;691200;181.2244898;9600;9061.22449;470.4;220147.2;306892.8;30;32
78546;9;444;122100;439560;228.1666667;10989;20535;237.6;149046.48;195164.64;30;33
78588;95;444;198000;712800;181.2244898;9900;9061.22449;485.1;227026.8;316483.2;30;33
78599;9;444;125800;452880;228.1666667;11322;20535;244.8;153563.04;201078.72;30;34
78641;95;444;204000;734400;181.2244898;10200;9061.22449;499.8;233906.4;326073.6;30;34
78643;97;666;204000;734400;179.2732167;10200;8963.660834;757.86;347518.08;489110.4;30;34
78652;9;444;129500;466200;228.1666667;11655;20535;252;158079.6;206992.8;30;35
78694;95;444;210000;756000;181.2244898;10500;9061.22449;514.5;240786;335664;30;35
78696;97;666;210000;756000;179.2732167;10500;8963.660834;780.15;357739.2;503496;30;35
78705;9;444;133200;479520;228.1666667;11988;20535;259.2;162596.16;212906.88;30;36
78747;95;444;216000;777600;181.2244898;10800;9061.22449;529.2;247665.6;345254.4;30;36
78749;97;666;216000;777600;179.2732167;10800;8963.660834;802.44;367960.32;517881.6;30;36
78758;9;444;136900;492840;228.1666667;12321;20535;266.4;167112.72;218820.96;30;37
78800;95;444;222000;799200;181.2244898;11100;9061.22449;543.9;254545.2;354844.8;30;37
78802;97;666;222000;799200;179.2732167;11100;8963.660834;824.73;378181.44;532267.2;30;37
78811;9;444;140600;506160;228.1666667;12654;20535;273.6;171629.28;224735.04;30;38
78853;95;444;228000;820800;181.2244898;11400;9061.22449;558.6;261424.8;364435.2;30;38
78855;97;666;228000;820800;179.2732167;11400;8963.660834;847.02;388402.56;546652.8;30;38
78864;9;444;144300;519480;228.1666667;12987;20535;280.8;176145.84;230649.12;30;39
78906;95;444;234000;842400;181.2244898;11700;9061.22449;573.3;268304.4;374025.6;30;39
78908;97;666;234000;842400;179.2732167;11700;8963.660834;869.31;398623.68;561038.4;30;39
78917;9;444;148000;532800;228.1666667;13320;20535;288;180662.4;236563.2;30;40
78959;95;444;240000;864000;181.2244898;12000;9061.22449;588;275184;383616;30;40
78961;97;666;240000;864000;179.2732167;12000;8963.660834;891.6;408844.8;575424;30;40
78970;9;444;151700;546120;228.1666667;13653;20535;295.2;185178.96;242477.28;30;41
79012;95;444;246000;885600;181.2244898;12300;9061.22449;602.7;282063.6;393206.4;30;41
79014;97;666;246000;885600;179.2732167;12300;8963.660834;913.89;419065.92;589809.6;30;41
79023;9;444;155400;559440;228.1666667;13986;20535;302.4;189695.52;248391.36;30;42
79065;95;444;252000;907200;181.2244898;12600;9061.22449;617.4;288943.2;402796.8;30;42
79067;97;666;252000;907200;179.2732167;12600;8963.660834;936.18;429287.04;604195.2;30;42
79076;9;444;159100;572760;228.1666667;14319;20535;309.6;194212.08;254305.44;30;43
79118;95;444;258000;928800;181.2244898;12900;9061.22449;632.1;295822.8;412387.2;30;43
79120;97;666;258000;928800;179.2732167;12900;8963.660834;958.47;439508.16;618580.8;30;43
79129;9;444;162800;586080;228.1666667;14652;20535;316.8;198728.64;260219.52;30;44
79171;95;444;264000;950400;181.2244898;13200;9061.22449;646.8;302702.4;421977.6;30;44
79173;97;666;264000;950400;179.2732167;13200;8963.660834;980.76;449729.28;632966.4;30;44
79182;9;444;166500;599400;228.1666667;14985;20535;324;203245.2;266133.6;30;45
79221;91;1110;225000;810000;159.2082616;11250;7960.413081;1568.7;726321.6;899100;30;45
79224;95;444;270000;972000;181.2244898;13500;9061.22449;661.5;309582;431568;30;45
79226;97;666;270000;972000;179.2732167;13500;8963.660834;1003.05;459950.4;647352;30;45
79235;9;444;170200;612720;228.1666667;15318;20535;331.2;207761.76;272047.68;30;46
79274;91;1110;230000;828000;159.2082616;11500;7960.413081;1603.56;742462.08;919080;30;46
79277;95;444;276000;993600;181.2244898;13800;9061.22449;676.2;316461.6;441158.4;30;46
79279;97;666;276000;993600;179.2732167;13800;8963.660834;1025.34;470171.52;661737.6;30;46
79285;106;555;368000;1324800;172.2933644;18400;8614.668219;1185.42;577378.2;735264;30;46
79288;9;444;173900;626040;228.1666667;15651;20535;338.4;212278.32;277961.76;30;47
79322;81;1110;206800;744480;163.7826962;10340;8189.134809;1401.54;643163.04;826372.8;30;47
79327;91;1110;235000;846000;159.2082616;11750;7960.413081;1638.42;758602.56;939060;30;47
79330;95;444;282000;1015200;181.2244898;14100;9061.22449;690.9;323341.2;450748.8;30;47
79332;97;666;282000;1015200;179.2732167;14100;8963.660834;1047.63;480392.64;676123.2;30;47
79338;106;555;376000;1353600;172.2933644;18800;8614.668219;1211.19;589929.9;751248;30;47
79341;9;444;177600;639360;228.1666667;15984;20535;345.6;216794.88;283875.84;30;48
79375;81;1110;211200;760320;163.7826962;10560;8189.134809;1431.36;656847.36;843955.2;30;48
79380;91;1110;240000;864000;159.2082616;12000;7960.413081;1673.28;774743.04;959040;30;48
79383;95;444;288000;1036800;181.2244898;14400;9061.22449;705.6;330220.8;460339.2;30;48
79385;97;666;288000;1036800;179.2732167;14400;8963.660834;1069.92;490613.76;690508.8;30;48
79391;106;555;384000;1382400;172.2933644;19200;8614.668219;1236.96;602481.6;767232;30;48
79394;9;444;181300;652680;228.1666667;16317;20535;352.8;221311.44;289789.92;30;49
79428;81;1110;215600;776160;163.7826962;10780;8189.134809;1461.18;670531.68;861537.6;30;49
79433;91;1110;245000;882000;159.2082616;12250;7960.413081;1708.14;790883.52;979020;30;49
79436;95;444;294000;1058400;181.2244898;14700;9061.22449;720.3;337100.4;469929.6;30;49
79438;97;666;294000;1058400;179.2732167;14700;8963.660834;1092.21;500834.88;704894.4;30;49
79444;106;555;392000;1411200;172.2933644;19600;8614.668219;1262.73;615033.3;783216;30;49
79447;9;444;185000;666000;228.1666667;16650;20535;360;225828;295704;30;50
79481;81;1110;220000;792000;163.7826962;11000;8189.134809;1491;684216;879120;30;50
79486;91;1110;250000;900000;159.2082616;12500;7960.413081;1743;807024;999000;30;50
79489;95;444;300000;1080000;181.2244898;15000;9061.22449;735;343980;479520;30;50
79491;97;666;300000;1080000;179.2732167;15000;8963.660834;1114.5;511056;719280;30;50
79493;102;666;340000;1224000;166.4388093;17000;8321.940463;1360.5;667575;815184;30;50
79497;106;555;400000;1440000;172.2933644;20000;8614.668219;1288.5;627585;799200;30;50
